Year;Birth;Age;Sex;Reg;RegType;UkrBall100;
2018;1973;45;0;Odeska  ;1;151.0;
2019;1973;46;0;Odeska  ;1;191;
2019;1973;46;1;Odeska  ;1;150;
2019;1973;46;0;Odeska  ;1;107;
2019;1973;46;0;Odeska  ;1;124;
2019;1973;46;0;Odeska  ;1;163;
2019;1973;46;0;Odeska  ;0;115;
2019;1973;46;0;Odeska  ;1;149;
2020;1973;47;0;Odeska  ;1;134;
2020;1973;47;0;Odeska  ;1;107;
2020;1973;47;0;Odeska  ;1;107;
2020;1973;47;0;Odeska  ;1;181;
2018;1973;45;0;Sumska  ;1;135.0;
2018;1973;45;0;Sumska  ;1;109.0;
2020;1973;47;0;Sumska  ;1;113;
2018;1973;45;0;Zaporizka  ;0;147.0;
2018;1973;45;1;Zaporizka  ;1;105.0;
2018;1973;45;1;Zaporizka  ;1;107.0;
2018;1973;45;0;Zaporizka  ;1;127.0;
2019;1973;46;0;Zaporizka  ;1;124;
2019;1973;46;0;Zaporizka  ;0;104;
2019;1973;46;0;Zaporizka  ;1;140;
2019;1973;46;0;Zaporizka  ;0;162;
2019;1973;46;1;Zaporizka  ;1;122;
2020;1973;47;0;Zaporizka  ;1;188;
2020;1973;47;0;Zaporizka  ;0;119;
2020;1973;47;0;Zaporizka  ;1;106;
2020;1973;47;1;Zaporizka  ;1;124;
2020;1973;47;0;Zhytomyrska  ;0;107;
2020;1973;47;0;Zhytomyrska  ;1;104;
2020;1973;47;0;Poltavska  ;1;153;
2020;1973;47;1;Poltavska  ;1;169;
2020;1973;47;0;Poltavska  ;1;135;
2020;1973;47;0;Poltavska  ;0;118;
2020;1973;47;0;Poltavska  ;1;124;
2020;1973;47;0;Poltavska  ;1;192;
2019;1973;46;0;Vinnytska  ;1;107;
2019;1973;46;1;Zakarpatska  ;0;117;
2019;1973;46;0;Lvivska  ;1;143;
2019;1973;46;0;Lvivska  ;1;164;
2019;1973;46;1;Lvivska  ;1;137;
2019;1973;46;0;Poltavska  ;1;150;
2019;1973;46;0;Poltavska  ;0;172;
2019;1973;46;0;Poltavska  ;1;145;
2019;1973;46;0;Poltavska  ;1;126;
2018;1973;45;1;Volynska  ;0;112.0;
2018;1973;45;0;Zakarpatska  ;0;121.0;
2018;1973;45;1;Poltavska  ;0;109.0;
2018;1973;45;1;Poltavska  ;1;107.0;
2018;1973;45;1;Rivnenska  ;0;116.0;
2018;1973;45;0;Ternopilska  ;1;185.0;
2018;1973;45;1;Chernivetska  ;1;152.0;
2020;1973;47;0;Chernivetska  ;1;113;
2018;1973;45;0;Chernihivska  ;0;129.0;
2018;1973;45;0;Chernihivska  ;0;126.0;
2020;1973;47;0;Chernihivska  ;1;125;
2020;1973;47;0;Chernihivska  ;0;119;
2018;1974;44;0;Cherkaska  ;1;129.0;
2018;1974;44;0;Cherkaska  ;1;170.0;
2019;1974;45;1;Cherkaska  ;0;177;
2020;1974;46;0;Cherkaska  ;1;116;
2020;1974;46;0;Cherkaska  ;0;144;
2020;1974;46;1;Cherkaska  ;1;104;
2020;1974;46;1;Cherkaska  ;1;107;
2018;1974;44;0;Dnipropetrovska  ;0;145.0;
2018;1974;44;0;Dnipropetrovska  ;1;157.0;
2018;1974;44;0;Dnipropetrovska  ;1;134.0;
2018;1974;44;0;Dnipropetrovska  ;1;105.0;
2018;1974;44;1;Dnipropetrovska  ;1;121.0;
2019;1974;45;0;Dnipropetrovska  ;1;113;
2019;1974;45;0;Dnipropetrovska  ;0;141;
2019;1974;45;0;Dnipropetrovska  ;1;177;
2019;1974;45;0;Dnipropetrovska  ;1;153;
2020;1974;46;0;Dnipropetrovska  ;0;137;
2020;1974;46;0;Dnipropetrovska  ;0;124;
2020;1974;46;1;Dnipropetrovska  ;1;133;
2020;1974;46;0;Dnipropetrovska  ;1;134;
2020;1974;46;1;Dnipropetrovska  ;1;103;
2020;1974;46;0;Dnipropetrovska  ;1;131;
2020;1974;46;0;Dnipropetrovska  ;1;188;
2020;1974;46;0;Dnipropetrovska  ;1;174;
2020;1974;46;0;Dnipropetrovska  ;1;140;
2018;1974;44;0;Donetska  ;1;200.0;
2018;1974;44;0;Donetska  ;1;175.0;
2018;1974;44;1;Donetska  ;1;131.0;
2019;1974;45;0;Donetska  ;1;107;
2019;1974;45;0;Donetska  ;0;157;
2019;1974;45;0;Donetska  ;1;166;
2019;1974;45;0;Donetska  ;1;119;
2019;1974;45;0;Donetska  ;0;134;
2019;1974;45;0;Donetska  ;0;119;
2019;1974;45;0;Donetska  ;0;126;
2019;1974;45;1;Donetska  ;1;132;
2019;1974;45;0;Donetska  ;1;137;
2020;1974;46;0;Donetska  ;1;154;
2020;1974;46;0;Donetska  ;1;116;
2020;1974;46;0;Donetska  ;1;127;
2020;1974;46;1;Ivano-Frankivska  ;0;147;
2018;1974;44;0;Kharkivska  ;1;136.0;
2018;1974;44;0;Kharkivska  ;1;138.0;
2018;1974;44;0;Kharkivska  ;1;178.0;
2018;1974;44;0;Kharkivska  ;1;146.0;
2019;1974;45;1;Kharkivska  ;1;107;
2019;1974;45;0;Kharkivska  ;0;135;
2019;1974;45;0;Kharkivska  ;0;120;
2019;1974;45;0;Kharkivska  ;1;135;
2020;1974;46;1;Kharkivska  ;1;118;
2020;1974;46;0;Kharkivska  ;1;198;
2020;1974;46;0;Kharkivska  ;0;141;
2018;1974;44;1;Khersonska  ;1;107.0;
2018;1974;44;0;Khersonska  ;1;138.0;
2020;1974;46;0;Khersonska  ;0;162;
2020;1974;46;0;Khersonska  ;1;159;
2018;1974;44;0;Kirovohradska  ;0;136.0;
2018;1974;44;0;Kirovohradska  ;1;112.0;
2018;1974;44;0;Kirovohradska  ;1;104.0;
2018;1974;44;1;Kirovohradska  ;1;112.0;
2019;1974;45;0;Kirovohradska  ;0;111;
2020;1974;46;0;Kirovohradska  ;1;194;
2020;1974;46;0;Kirovohradska  ;1;100;
2018;1974;44;1;Kyiv;1;132.0;
2018;1974;44;0;Kyiv;1;148.0;
2018;1974;44;0;Kyiv;1;143.0;
2018;1974;44;0;Kyiv;1;166.0;
2018;1974;44;0;Kyiv;1;127.0;
2018;1974;44;0;Kyiv;1;127.0;
2018;1974;44;0;Kyiv;1;104.0;
2018;1974;44;0;Kyiv;1;111.0;
2019;1974;45;0;Kyiv;1;122;
2019;1974;45;0;Kyiv;1;160;
2019;1974;45;1;Kyiv;1;119;
2019;1974;45;0;Kyiv;1;177;
2020;1974;46;0;Kyiv;1;119;
2020;1974;46;0;Kyiv;1;118;
2020;1974;46;0;Kyiv;1;141;
2020;1974;46;0;Kyiv;1;138;
2018;1974;44;0;Kyivska  ;1;151.0;
2018;1974;44;0;Kyivska  ;1;105.0;
2018;1974;44;1;Kyivska  ;1;160.0;
2019;1974;45;1;Kyivska  ;0;117;
2020;1974;46;1;Kyivska  ;1;152;
2020;1974;46;0;Kyivska  ;1;127;
2020;1974;46;0;Kyivska  ;1;170;
2020;1974;46;0;Kyivska  ;1;158;
2020;1974;46;0;Kyivska  ;1;173;
2018;1974;44;0;Luhanska  ;1;147.0;
2019;1974;45;0;Luhanska  ;1;107;
2019;1974;45;0;Luhanska  ;1;135;
2019;1974;45;0;Luhanska  ;1;126;
2020;1974;46;0;Luhanska  ;1;114;
2018;1974;44;1;Mykolaivska  ;1;139.0;
2019;1974;45;0;Mykolaivska  ;1;145;
2020;1974;46;0;Mykolaivska  ;1;108;
2020;1974;46;0;Mykolaivska  ;1;124;
2018;1974;44;0;Odeska  ;1;114.0;
2018;1974;44;1;Odeska  ;1;135.0;
2018;1974;44;1;Odeska  ;1;124.0;
2018;1974;44;0;Odeska  ;1;124.0;
2018;1974;44;0;Odeska  ;1;112.0;
2018;1974;44;0;Odeska  ;1;146.0;
2019;1974;45;0;Odeska  ;1;150;
2019;1974;45;0;Odeska  ;0;165;
2019;1974;45;0;Odeska  ;0;111;
2019;1974;45;0;Odeska  ;1;107;
2020;1974;46;1;Odeska  ;1;108;
2020;1974;46;1;Odeska  ;1;121;
2020;1974;46;1;Odeska  ;1;141;
2020;1974;46;0;Sumska  ;1;150;
2020;1974;46;1;Sumska  ;1;113;
2018;1974;44;0;Zaporizka  ;1;124.0;
2018;1974;44;0;Zaporizka  ;1;179.0;
2019;1974;45;1;Zaporizka  ;1;113;
2019;1974;45;0;Zaporizka  ;1;149;
2019;1974;45;0;Zaporizka  ;1;173;
2019;1974;45;0;Zaporizka  ;0;102;
2019;1974;45;1;Zaporizka  ;1;122;
2019;1974;45;0;Zaporizka  ;1;148;
2020;1974;46;0;Zaporizka  ;1;147;
2020;1974;46;0;Zaporizka  ;1;111;
2020;1974;46;0;Zaporizka  ;1;135;
2020;1974;46;0;Zaporizka  ;1;142;
2020;1974;46;0;Zaporizka  ;1;128;
2018;1974;44;0;Zhytomyrska  ;1;134.0;
2019;1974;45;1;Zhytomyrska  ;1;100;
2020;1974;46;1;Vinnytska  ;1;108;
2020;1974;46;1;Vinnytska  ;1;145;
2020;1974;46;0;Vinnytska  ;1;148;
2020;1974;46;1;Volynska  ;0;137;
2020;1974;46;0;Zakarpatska  ;1;159;
2020;1974;46;0;Zakarpatska  ;0;124;
2020;1974;46;0;Lvivska  ;1;152;
2020;1974;46;0;Lvivska  ;1;130;
2020;1974;46;1;Lvivska  ;1;154;
2020;1974;46;0;Lvivska  ;1;110;
2020;1974;46;0;Poltavska  ;1;111;
2020;1974;46;0;Poltavska  ;0;134;
2020;1974;46;1;Poltavska  ;1;121;
2020;1974;46;0;Rivnenska  ;1;134;
2020;1974;46;1;Rivnenska  ;1;144;
2019;1974;45;0;Zakarpatska  ;0;147;
2019;1974;45;1;Lvivska  ;0;134;
2019;1974;45;0;Poltavska  ;0;137;
2019;1974;45;0;Poltavska  ;1;107;
2019;1974;45;0;Poltavska  ;0;111;
2019;1974;45;0;Ternopilska  ;1;161;
2018;1974;44;0;Lvivska  ;1;138.0;
2018;1974;44;0;Lvivska  ;1;145.0;
2018;1974;44;1;Lvivska  ;1;138.0;
2018;1974;44;1;Lvivska  ;1;142.0;
2018;1974;44;1;Poltavska  ;0;156.0;
2018;1974;44;0;Poltavska  ;0;118.0;
2018;1974;44;1;Rivnenska  ;0;124.0;
2018;1974;44;1;Ternopilska  ;1;135.0;
2018;1974;44;0;Ternopilska  ;0;151.0;
2018;1974;44;1;Ternopilska  ;0;116.0;
2018;1974;44;0;Khmelnytska  ;0;123.0;
2018;1974;44;0;Khmelnytska  ;1;107.0;
2019;1974;45;1;Chernivetska  ;1;138;
2019;1974;45;0;Chernivetska  ;1;135;
2020;1974;46;0;Chernivetska  ;0;101;
2018;1974;44;0;Chernihivska  ;0;129.0;
2018;1974;44;0;Chernihivska  ;1;158.0;
2019;1974;45;1;Chernihivska  ;0;143;
2019;1974;45;0;Chernihivska  ;0;113;
2020;1974;46;0;Chernihivska  ;1;137;
2018;1975;43;0;Cherkaska  ;0;114.0;
2019;1975;44;1;Cherkaska  ;0;148;
2019;1975;44;0;Cherkaska  ;1;180;
2019;1975;44;0;Cherkaska  ;1;148;
2018;1975;43;0;Dnipropetrovska  ;1;156.0;
2018;1975;43;0;Dnipropetrovska  ;1;148.0;
2018;1975;43;0;Dnipropetrovska  ;1;111.0;
2018;1975;43;0;Dnipropetrovska  ;1;167.0;
2018;1975;43;0;Dnipropetrovska  ;1;152.0;
2018;1975;43;0;Dnipropetrovska  ;1;135.0;
2018;1975;43;0;Dnipropetrovska  ;1;164.0;
2019;1975;44;0;Dnipropetrovska  ;1;143;
2019;1975;44;0;Dnipropetrovska  ;0;177;
2019;1975;44;0;Dnipropetrovska  ;0;144;
2019;1975;44;0;Dnipropetrovska  ;1;111;
2019;1975;44;0;Dnipropetrovska  ;1;140;
2019;1975;44;0;Dnipropetrovska  ;1;165;
2019;1975;44;0;Dnipropetrovska  ;1;162;
2019;1975;44;0;Dnipropetrovska  ;1;150;
2019;1975;44;0;Dnipropetrovska  ;1;195;
2020;1975;45;0;Dnipropetrovska  ;1;137;
2020;1975;45;0;Dnipropetrovska  ;1;137;
2020;1975;45;0;Dnipropetrovska  ;1;113;
2020;1975;45;0;Dnipropetrovska  ;0;137;
2020;1975;45;0;Dnipropetrovska  ;1;125;
2020;1975;45;0;Dnipropetrovska  ;1;128;
2020;1975;45;0;Dnipropetrovska  ;1;127;
2020;1975;45;0;Dnipropetrovska  ;1;140;
2020;1975;45;0;Dnipropetrovska  ;1;124;
2020;1975;45;0;Dnipropetrovska  ;1;110;
2020;1975;45;0;Dnipropetrovska  ;1;135;
2020;1975;45;0;Dnipropetrovska  ;1;147;
2020;1975;45;0;Dnipropetrovska  ;1;100;
2018;1975;43;0;Donetska  ;1;148.0;
2018;1975;43;0;Donetska  ;1;200.0;
2018;1975;43;0;Donetska  ;1;163.0;
2019;1975;44;1;Donetska  ;0;106;
2019;1975;44;1;Donetska  ;1;102;
2019;1975;44;0;Donetska  ;1;120;
2019;1975;44;0;Donetska  ;1;164;
2019;1975;44;0;Donetska  ;1;132;
2019;1975;44;0;Donetska  ;1;148;
2019;1975;44;1;Donetska  ;1;137;
2019;1975;44;0;Donetska  ;1;115;
2018;1975;43;0;Ivano-Frankivska  ;1;159.0;
2019;1975;44;0;Ivano-Frankivska  ;0;147;
2020;1975;45;0;Ivano-Frankivska  ;1;156;
2020;1975;45;0;Ivano-Frankivska  ;1;108;
2018;1975;43;0;Kharkivska  ;1;151.0;
2018;1975;43;0;Kharkivska  ;0;138.0;
2018;1975;43;1;Kharkivska  ;1;100.0;
2018;1975;43;0;Kharkivska  ;1;132.0;
2018;1975;43;0;Kharkivska  ;1;167.0;
2018;1975;43;0;Kharkivska  ;1;169.0;
2018;1975;43;1;Kharkivska  ;1;100.0;
2019;1975;44;1;Kharkivska  ;1;122;
2019;1975;44;1;Kharkivska  ;1;134;
2020;1975;45;0;Kharkivska  ;1;148;
2020;1975;45;0;Kharkivska  ;1;197;
2018;1975;43;0;Khersonska  ;0;157.0;
2018;1975;43;1;Khersonska  ;1;132.0;
2019;1975;44;0;Khersonska  ;1;129;
2019;1975;44;0;Khersonska  ;1;138;
2020;1975;45;0;Khersonska  ;1;108;
2020;1975;45;1;Khersonska  ;0;111;
2020;1975;45;1;Khersonska  ;0;135;
2020;1975;45;0;Khersonska  ;1;131;
2020;1975;45;0;Khersonska  ;0;163;
2020;1975;45;0;Khersonska  ;1;159;
2018;1975;43;1;Kirovohradska  ;1;112.0;
2018;1975;43;0;Kirovohradska  ;1;141.0;
2018;1975;43;0;Kirovohradska  ;0;109.0;
2018;1975;43;0;Kirovohradska  ;1;119.0;
2018;1975;43;0;Kirovohradska  ;0;116.0;
2018;1975;43;0;Kirovohradska  ;1;150.0;
2018;1975;43;1;Kirovohradska  ;0;129.0;
2019;1975;44;0;Kirovohradska  ;1;122;
2019;1975;44;0;Kirovohradska  ;1;129;
2019;1975;44;0;Kirovohradska  ;1;156;
2019;1975;44;0;Kirovohradska  ;1;107;
2020;1975;45;0;Kirovohradska  ;1;166;
2020;1975;45;0;Kirovohradska  ;1;168;
2020;1975;45;1;Kirovohradska  ;1;133;
2018;1975;43;1;Kyiv;1;157.0;
2018;1975;43;0;Kyiv;1;129.0;
2018;1975;43;0;Kyiv;1;169.0;
2018;1975;43;1;Kyiv;1;142.0;
2018;1975;43;0;Kyiv;1;163.0;
2018;1975;43;0;Kyiv;1;171.0;
2018;1975;43;0;Kyiv;1;143.0;
2019;1975;44;0;Kyiv;1;164;
2019;1975;44;0;Kyiv;1;156;
2019;1975;44;0;Kyiv;1;117;
2019;1975;44;1;Kyiv;1;102;
2020;1975;45;0;Kyiv;1;114;
2020;1975;45;0;Kyiv;1;114;
2020;1975;45;0;Kyiv;1;173;
2020;1975;45;1;Kyiv;1;150;
2018;1975;43;0;Kyivska  ;1;142.0;
2018;1975;43;0;Kyivska  ;0;134.0;
2018;1975;43;0;Kyivska  ;1;169.0;
2018;1975;43;0;Kyivska  ;1;141.0;
2018;1975;43;0;Kyivska  ;1;114.0;
2018;1975;43;1;Kyivska  ;1;165.0;
2018;1975;43;0;Kyivska  ;0;123.0;
2018;1975;43;1;Kyivska  ;1;100.0;
2019;1975;44;0;Kyivska  ;0;102;
2019;1975;44;0;Kyivska  ;1;102;
2019;1975;44;0;Kyivska  ;0;156;
2019;1975;44;1;Kyivska  ;1;154;
2020;1975;45;0;Kyivska  ;0;122;
2020;1975;45;0;Kyivska  ;1;166;
2020;1975;45;1;Kyivska  ;1;106;
2018;1975;43;1;Luhanska  ;1;118.0;
2018;1975;43;0;Luhanska  ;0;143.0;
2019;1975;44;0;Luhanska  ;1;115;
2019;1975;44;0;Luhanska  ;1;109;
2019;1975;44;0;Luhanska  ;1;161;
2019;1975;44;0;Luhanska  ;1;104;
2020;1975;45;0;Luhanska  ;1;124;
2020;1975;45;1;Luhanska  ;1;116;
2020;1975;45;0;Luhanska  ;0;124;
2020;1975;45;1;Luhanska  ;0;142;
2020;1975;45;0;Luhanska  ;1;104;
2020;1975;45;0;Luhanska  ;1;101;
2018;1975;43;1;Mykolaivska  ;0;139.0;
2018;1975;43;0;Mykolaivska  ;1;139.0;
2018;1975;43;1;Mykolaivska  ;1;138.0;
2019;1975;44;1;Mykolaivska  ;1;102;
2019;1975;44;0;Mykolaivska  ;1;134;
2020;1975;45;0;Mykolaivska  ;1;128;
2019;1975;44;0;Odeska  ;1;111;
2019;1975;44;0;Odeska  ;0;171;
2020;1975;45;1;Odeska  ;1;113;
2020;1975;45;0;Odeska  ;1;110;
2020;1975;45;0;Odeska  ;1;122;
2020;1975;45;0;Odeska  ;1;119;
2019;1975;44;0;Sumska  ;1;141;
2020;1975;45;1;Sumska  ;1;118;
2020;1975;45;0;Sumska  ;1;159;
2020;1975;45;0;Sumska  ;0;103;
2020;1975;45;0;Sumska  ;0;144;
2018;1975;43;0;Zaporizka  ;1;136.0;
2018;1975;43;0;Zaporizka  ;1;132.0;
2018;1975;43;0;Zaporizka  ;0;152.0;
2019;1975;44;1;Zaporizka  ;0;102;
2019;1975;44;0;Zaporizka  ;1;131;
2019;1975;44;1;Zaporizka  ;1;104;
2019;1975;44;0;Zaporizka  ;1;131;
2019;1975;44;0;Zaporizka  ;1;111;
2019;1975;44;0;Zaporizka  ;1;140;
2020;1975;45;0;Zaporizka  ;1;153;
2020;1975;45;1;Zaporizka  ;1;141;
2020;1975;45;0;Zaporizka  ;1;164;
2020;1975;45;1;Zaporizka  ;1;113;
2020;1975;45;0;Zaporizka  ;0;131;
2020;1975;45;0;Zaporizka  ;1;127;
2020;1975;45;0;Zaporizka  ;1;144;
2020;1975;45;0;Zaporizka  ;1;141;
2020;1975;45;0;Zaporizka  ;1;103;
2020;1975;45;0;Zaporizka  ;1;152;
2020;1975;45;0;Zaporizka  ;1;103;
2020;1975;45;0;Zaporizka  ;1;147;
2020;1975;45;0;Zaporizka  ;1;127;
2020;1975;45;0;Zaporizka  ;1;133;
2018;1975;43;0;Zhytomyrska  ;0;164.0;
2019;1975;44;0;Zhytomyrska  ;1;156;
2019;1975;44;1;Zhytomyrska  ;1;117;
2019;1975;44;0;Zhytomyrska  ;0;129;
2020;1975;45;0;Zhytomyrska  ;1;107;
2020;1975;45;0;Vinnytska  ;0;138;
2020;1975;45;0;Lvivska  ;0;133;
2020;1975;45;0;Lvivska  ;1;158;
2020;1975;45;0;Poltavska  ;1;180;
2020;1975;45;1;Poltavska  ;1;131;
2020;1975;45;0;Rivnenska  ;1;152;
2020;1975;45;1;Rivnenska  ;1;134;
2019;1975;44;0;Vinnytska  ;1;143;
2019;1975;44;0;Lvivska  ;1;161;
2019;1975;44;1;Poltavska  ;1;124;
2019;1975;44;0;Poltavska  ;1;111;
2019;1975;44;0;Poltavska  ;1;147;
2019;1975;44;0;Poltavska  ;0;163;
2019;1975;44;0;Ternopilska  ;0;148;
2019;1975;44;0;Ternopilska  ;0;102;
2019;1975;44;1;Ternopilska  ;1;100;
2019;1975;44;0;Khmelnytska  ;1;109;
2018;1975;43;1;Vinnytska  ;0;166.0;
2018;1975;43;0;Lvivska  ;1;152.0;
2018;1975;43;0;Lvivska  ;1;141.0;
2018;1975;43;1;Lvivska  ;1;157.0;
2018;1975;43;0;Poltavska  ;1;139.0;
2018;1975;43;0;Poltavska  ;0;147.0;
2018;1975;43;0;Poltavska  ;0;165.0;
2018;1975;43;0;Poltavska  ;0;146.0;
2018;1975;43;0;Rivnenska  ;1;179.0;
2018;1975;43;0;Khmelnytska  ;1;123.0;
2018;1975;43;0;Khmelnytska  ;0;102.0;
2019;1975;44;0;Chernivetska  ;0;148;
2020;1975;45;1;Chernivetska  ;1;148;
2019;1975;44;0;Chernihivska  ;1;138;
2019;1975;44;0;Chernihivska  ;1;184;
2018;1976;42;0;Cherkaska  ;1;146.0;
2018;1976;42;0;Dnipropetrovska  ;1;132.0;
2018;1976;42;0;Dnipropetrovska  ;0;105.0;
2018;1976;42;0;Dnipropetrovska  ;1;136.0;
2018;1976;42;0;Dnipropetrovska  ;1;100.0;
2018;1976;42;0;Dnipropetrovska  ;0;159.0;
2018;1976;42;0;Dnipropetrovska  ;1;135.0;
2018;1976;42;0;Dnipropetrovska  ;1;111.0;
2018;1976;42;0;Dnipropetrovska  ;1;160.0;
2018;1976;42;0;Dnipropetrovska  ;1;176.0;
2018;1976;42;0;Dnipropetrovska  ;1;141.0;
2018;1976;42;0;Dnipropetrovska  ;1;129.0;
2019;1976;43;1;Dnipropetrovska  ;1;106;
2019;1976;43;0;Dnipropetrovska  ;1;106;
2019;1976;43;1;Dnipropetrovska  ;1;150;
2019;1976;43;0;Dnipropetrovska  ;1;171;
2019;1976;43;0;Dnipropetrovska  ;1;129;
2019;1976;43;0;Dnipropetrovska  ;0;141;
2019;1976;43;1;Dnipropetrovska  ;1;147;
2019;1976;43;0;Dnipropetrovska  ;1;162;
2019;1976;43;0;Dnipropetrovska  ;1;129;
2019;1976;43;0;Dnipropetrovska  ;1;132;
2019;1976;43;1;Dnipropetrovska  ;1;119;
2020;1976;44;1;Dnipropetrovska  ;1;108;
2020;1976;44;0;Dnipropetrovska  ;1;138;
2020;1976;44;0;Dnipropetrovska  ;1;106;
2020;1976;44;1;Dnipropetrovska  ;1;135;
2020;1976;44;0;Dnipropetrovska  ;1;148;
2020;1976;44;0;Dnipropetrovska  ;1;118;
2020;1976;44;1;Dnipropetrovska  ;1;135;
2020;1976;44;0;Dnipropetrovska  ;1;113;
2020;1976;44;0;Dnipropetrovska  ;0;100;
2020;1976;44;0;Dnipropetrovska  ;0;128;
2020;1976;44;0;Dnipropetrovska  ;1;111;
2018;1976;42;0;Donetska  ;1;105.0;
2018;1976;42;0;Donetska  ;1;175.0;
2018;1976;42;1;Donetska  ;1;105.0;
2018;1976;42;0;Donetska  ;1;192.0;
2018;1976;42;1;Donetska  ;1;121.0;
2019;1976;43;0;Donetska  ;1;111;
2019;1976;43;0;Donetska  ;1;122;
2019;1976;43;0;Donetska  ;1;134;
2019;1976;43;1;Donetska  ;1;117;
2019;1976;43;0;Donetska  ;0;165;
2019;1976;43;0;Donetska  ;1;150;
2020;1976;44;1;Donetska  ;1;156;
2019;1976;43;1;Ivano-Frankivska  ;0;148;
2020;1976;44;0;Ivano-Frankivska  ;1;162;
2020;1976;44;0;Ivano-Frankivska  ;0;125;
2020;1976;44;0;Ivano-Frankivska  ;1;107;
2018;1976;42;0;Kharkivska  ;1;141.0;
2019;1976;43;0;Kharkivska  ;1;171;
2019;1976;43;0;Kharkivska  ;1;129;
2019;1976;43;1;Kharkivska  ;1;106;
2019;1976;43;0;Kharkivska  ;1;111;
2019;1976;43;1;Kharkivska  ;1;134;
2019;1976;43;0;Kharkivska  ;1;172;
2020;1976;44;0;Kharkivska  ;1;125;
2020;1976;44;0;Kharkivska  ;0;116;
2020;1976;44;0;Kharkivska  ;1;154;
2020;1976;44;0;Kharkivska  ;1;101;
2018;1976;42;1;Khersonska  ;1;102.0;
2019;1976;43;0;Khersonska  ;1;132;
2019;1976;43;0;Khersonska  ;1;135;
2020;1976;44;0;Khersonska  ;1;195;
2018;1976;42;0;Kirovohradska  ;0;119.0;
2018;1976;42;0;Kirovohradska  ;1;139.0;
2018;1976;42;0;Kirovohradska  ;1;160.0;
2018;1976;42;0;Kirovohradska  ;0;114.0;
2019;1976;43;0;Kirovohradska  ;1;159;
2019;1976;43;0;Kirovohradska  ;1;117;
2019;1976;43;0;Kirovohradska  ;1;102;
2019;1976;43;0;Kirovohradska  ;1;115;
2020;1976;44;0;Kirovohradska  ;0;135;
2020;1976;44;0;Kirovohradska  ;0;162;
2020;1976;44;1;Kirovohradska  ;1;103;
2020;1976;44;0;Kirovohradska  ;1;121;
2018;1976;42;0;Kyiv;1;111.0;
2018;1976;42;0;Kyiv;1;188.0;
2018;1976;42;0;Kyiv;1;148.0;
2018;1976;42;0;Kyiv;1;126.0;
2018;1976;42;0;Kyiv;1;135.0;
2019;1976;43;0;Kyiv;1;120;
2019;1976;43;0;Kyiv;1;107;
2019;1976;43;1;Kyiv;1;171;
2020;1976;44;0;Kyiv;1;144;
2020;1976;44;0;Kyiv;1;145;
2020;1976;44;0;Kyiv;1;104;
2020;1976;44;0;Kyiv;1;103;
2020;1976;44;0;Kyiv;1;111;
2020;1976;44;1;Kyiv;1;127;
2018;1976;42;0;Kyivska  ;1;136.0;
2018;1976;42;0;Kyivska  ;1;119.0;
2018;1976;42;0;Kyivska  ;1;124.0;
2019;1976;43;0;Kyivska  ;0;149;
2019;1976;43;0;Kyivska  ;0;190;
2020;1976;44;0;Kyivska  ;1;176;
2020;1976;44;0;Kyivska  ;1;134;
2020;1976;44;0;Kyivska  ;1;130;
2020;1976;44;0;Kyivska  ;0;158;
2020;1976;44;0;Kyivska  ;0;142;
2018;1976;42;0;Luhanska  ;0;163.0;
2018;1976;42;0;Luhanska  ;1;132.0;
2018;1976;42;0;Luhanska  ;1;129.0;
2018;1976;42;0;Luhanska  ;1;105.0;
2018;1976;42;1;Luhanska  ;1;111.0;
2018;1976;42;1;Luhanska  ;1;134.0;
2019;1976;43;0;Luhanska  ;1;131;
2019;1976;43;0;Luhanska  ;1;162;
2019;1976;43;0;Luhanska  ;1;153;
2020;1976;44;0;Luhanska  ;0;135;
2018;1976;42;0;Mykolaivska  ;1;121.0;
2018;1976;42;0;Mykolaivska  ;0;118.0;
2019;1976;43;0;Mykolaivska  ;1;129;
2020;1976;44;0;Mykolaivska  ;1;118;
2020;1976;44;0;Mykolaivska  ;1;111;
2020;1976;44;1;Mykolaivska  ;1;127;
2018;1976;42;1;Odeska  ;1;100.0;
2018;1976;42;1;Odeska  ;1;100.0;
2018;1976;42;0;Odeska  ;1;143.0;
2018;1976;42;1;Odeska  ;0;105.0;
2018;1976;42;1;Odeska  ;0;104.0;
2019;1976;43;1;Odeska  ;1;100;
2020;1976;44;0;Odeska  ;0;121;
2020;1976;44;0;Odeska  ;1;128;
2020;1976;44;0;Odeska  ;1;176;
2020;1976;44;0;Odeska  ;1;145;
2020;1976;44;0;Odeska  ;1;119;
2020;1976;44;0;Odeska  ;1;127;
2019;1976;43;0;Sumska  ;0;147;
2020;1976;44;0;Sumska  ;1;124;
2020;1976;44;0;Sumska  ;0;145;
2020;1976;44;0;Sumska  ;1;122;
2020;1976;44;0;Sumska  ;1;153;
2018;1976;42;0;Zaporizka  ;0;145.0;
2018;1976;42;0;Zaporizka  ;1;138.0;
2018;1976;42;0;Zaporizka  ;1;139.0;
2018;1976;42;0;Zaporizka  ;1;142.0;
2018;1976;42;0;Zaporizka  ;1;112.0;
2018;1976;42;1;Zaporizka  ;0;107.0;
2018;1976;42;1;Zaporizka  ;1;102.0;
2018;1976;42;0;Zaporizka  ;1;114.0;
2018;1976;42;0;Zaporizka  ;1;109.0;
